Hierarchy,Id,Term,StatedDefChange,InferredDefChange,Primitive2SD,SD2Primitive,DescriptionChange,FSNChange
Clinical finding (finding),242841000,Self poisoning caused by coal gas (disorder),0,0,0,0,1,1
Clinical finding (finding),242973005,Witness of indecent exposure (finding),0,1,0,0,0,0
Clinical finding (finding),242974004,Recipient of obscene telephone call (finding),0,1,0,0,0,0
Clinical finding (finding),242975003,Poisoning of undetermined intent caused by drug (disorder),0,0,0,0,1,1
Clinical finding (finding),242991000,Accidental puncture during medical care (disorder),1,1,1,0,0,0
Clinical finding (finding),242992007,Accidental puncture during a procedure (disorder),1,1,0,0,0,0
Clinical finding (finding),242994008,Accidental cut during medical care (disorder),1,1,0,0,0,0
Clinical finding (finding),242995009,Accidental laceration during a procedure (disorder),1,1,0,0,0,0
Clinical finding (finding),243045003,Injury caused by conflagration secondary to nuclear explosion (disorder),0,0,0,0,1,1
Clinical finding (finding),243321006,Purulent conjunctivitis (disorder),0,1,0,0,0,0
Clinical finding (finding),243462001,Mucopurulent conjunctivitis (disorder),1,1,1,0,0,0
Clinical finding (finding),246562007,Loss of body image (finding),0,1,0,0,0,0
Clinical finding (finding),246563002,Neglect of part of body (finding),0,1,0,0,0,0
Clinical finding (finding),246564008,Neglect of one side of body (finding),0,1,0,0,0,0
Clinical finding (finding),246565009,Neglect of affected side (finding),0,1,0,0,0,0
Clinical finding (finding),246566005,Neglect of arm (finding),0,1,0,0,0,0
Clinical finding (finding),246567001,Neglect of leg (finding),0,1,0,0,0,0
Clinical finding (finding),246650003,Finding of movement of visual image (finding),0,1,0,0,0,0
Clinical finding (finding),247283005,Binaural diplacusis (disorder),0,1,0,0,0,0
Clinical finding (finding),247284004,Sensitive hearing (finding),0,1,0,0,0,0
Clinical finding (finding),247285003,Sounds are very loud (finding),0,1,0,0,0,0
Clinical finding (finding),247286002,Finding of response to sound (finding),0,1,0,0,0,0
Clinical finding (finding),247287006,Response to voice (finding),0,1,0,0,0,0
Clinical finding (finding),247288001,Response to parent's voice (finding),0,1,0,0,0,0
Clinical finding (finding),247289009,Response to familiar voice (finding),0,1,0,0,0,0
Clinical finding (finding),247290000,Stills to familiar voice (finding),0,1,0,0,0,0
Clinical finding (finding),247294009,Eye widening in response to sound (finding),0,1,0,0,0,0
Clinical finding (finding),247295005,Startle response to sound (finding),0,1,0,0,0,0
Clinical finding (finding),247296006,Distressed by loud noise (finding),0,1,0,0,0,0
Clinical finding (finding),247300007,Finding of ability to hear voice (finding),0,1,0,0,0,0
Clinical finding (finding),247301006,Finding of ability to hear whisper (finding),0,1,0,0,0,0
Clinical finding (finding),247303009,Finding of ability to hear loud voice (finding),0,1,0,0,0,0
Clinical finding (finding),247305002,Loss of discrimination on voice testing (finding),0,1,0,0,0,0
Clinical finding (finding),247307005,Dead ear (disorder),0,1,0,0,0,0
Clinical finding (finding),247308000,Finding of conductivity of sound (finding),0,1,0,0,0,0
Clinical finding (finding),247309008,No difference in air or bone conduction (finding),0,1,0,0,0,0
Clinical finding (finding),247320008,Things smell different (finding),0,1,0,0,0,0
Clinical finding (finding),247321007,Unusual smell in nose (finding),0,1,0,0,0,0
Clinical finding (finding),247384001,Neurological pain disorder (disorder),0,0,0,0,1,1
Clinical finding (finding),247386004,Obturator neuralgia (disorder),1,0,1,0,0,0
Clinical finding (finding),247389006,Intercostal neuralgia (disorder),1,0,1,0,0,0
Clinical finding (finding),247391003,Perineal neuralgia (disorder),0,1,0,0,0,0
Clinical finding (finding),247395007,Genitofemoral nerve neuralgia (disorder),0,1,0,0,0,0
Clinical finding (finding),247418006,Superficial pain on intercourse (finding),0,1,0,0,0,0
Clinical finding (finding),247419003,Deep pain on intercourse (finding),0,1,0,0,0,0
Clinical finding (finding),247420009,Sexual function painful (finding),0,1,0,0,0,0
Clinical finding (finding),247422001,Painful orgasm (finding),0,1,0,0,0,0
Clinical finding (finding),247575000,Below average intellect (finding),0,1,0,0,0,0
Clinical finding (finding),247578003,Low intelligence (finding),0,1,0,0,0,0
Clinical finding (finding),247579006,Underestimates intellectual ability (finding),0,1,0,0,0,0
Clinical finding (finding),247582001,Difficulty solving problems (finding),0,1,0,0,0,0
Clinical finding (finding),247584000,Difficulty making plans (finding),0,1,0,0,0,0
Clinical finding (finding),247585004,Difficulty making decisions (finding),0,1,0,0,0,0
Clinical finding (finding),247587007,Long-term memory within normal limits (finding),0,1,0,0,0,0
Clinical finding (finding),247588002,Poor long-term memory (finding),0,1,0,0,0,0
Clinical finding (finding),247590001,Short-term memory within normal limits (finding),0,1,0,0,0,0
Clinical finding (finding),247592009,Poor short-term memory (finding),0,1,0,0,0,0
Clinical finding (finding),247593004,Forgets what was going to do (finding),0,1,0,0,0,0
Clinical finding (finding),247594005,Forgets what was going to say (finding),0,1,0,0,0,0
Clinical finding (finding),247595006,Forgets recent activities (finding),0,1,0,0,0,0
Clinical finding (finding),247596007,Forgets what has just done (finding),0,1,0,0,0,0
Clinical finding (finding),247597003,Forgets what has just said (finding),0,1,0,0,0,0
Clinical finding (finding),247598008,Forgets what has just read (finding),0,1,0,0,0,0
Clinical finding (finding),247599000,Forgets what has just seen (finding),0,1,0,0,0,0
Clinical finding (finding),247600002,Forgets what has just heard (finding),0,1,0,0,0,0
Clinical finding (finding),247602005,Memory function normal (finding),0,1,0,0,0,0
Clinical finding (finding),247603000,Extremely efficient use of mnemonics (finding),0,1,0,0,0,0
Clinical finding (finding),247605007,Sharpened memory for remote events (finding),0,1,0,0,0,0
Clinical finding (finding),247607004,Amnesia for day to day facts (finding),0,1,0,0,0,0
Clinical finding (finding),247608009,Unable to remember today's date (finding),0,1,0,0,0,0
Clinical finding (finding),247609001,Unable to remember name of reigning monarch (finding),0,1,0,0,0,0
Clinical finding (finding),247610006,Unable to remember name of current prime minister (finding),0,1,0,0,0,0
Clinical finding (finding),247611005,Amnesia for important personal information (finding),0,1,0,0,0,0
Clinical finding (finding),247612003,Cannot remember names of intimates (finding),0,1,0,0,0,0
Clinical finding (finding),247613008,Unable to remember own age (finding),0,1,0,0,0,0
Clinical finding (finding),247614002,Cannot remember wedding anniversary (finding),0,1,0,0,0,0
Clinical finding (finding),247615001,Cannot remember birth dates of children (finding),0,1,0,0,0,0
Clinical finding (finding),247616000,Cannot remember name of school (finding),0,1,0,0,0,0
Clinical finding (finding),247617009,Impaired ability to learn new material (finding),0,1,0,0,0,0
Clinical finding (finding),247618004,Memory assessment finding (finding),0,1,0,0,0,0
Clinical finding (finding),247619007,Thought finding (finding),0,1,0,0,0,0
Clinical finding (finding),247620001,Increased thinking (finding),0,1,0,0,0,0
Clinical finding (finding),247621002,Expansive ideation (finding),0,1,0,0,0,0
Clinical finding (finding),247622009,Sharpened thinking (finding),0,1,0,0,0,0
Clinical finding (finding),247623004,Exciting ideas (finding),0,1,0,0,0,0
Clinical finding (finding),247624005,Unusually creative thinking (finding),0,1,0,0,0,0
Clinical finding (finding),247627003,Slow flow of thought (finding),0,1,0,0,0,0
Clinical finding (finding),247630005,Pressure of thought (finding),0,1,0,0,0,0
Clinical finding (finding),247631009,Persistent thoughts (finding),0,1,0,0,0,0
Clinical finding (finding),247632002,Preoccupation (finding),0,1,0,0,0,0
Clinical finding (finding),247633007,Preoccupation with compensation (finding),0,1,0,0,0,0
Clinical finding (finding),247634001,Preoccupation with litigation (finding),0,1,0,0,0,0
Clinical finding (finding),247635000,Sexual preoccupation (finding),0,1,0,0,0,0
Clinical finding (finding),247636004,Preoccupation with appearance (finding),0,1,0,0,0,0
Clinical finding (finding),247637008,Preoccupation with body size (finding),0,1,0,0,0,0
Clinical finding (finding),247638003,Preoccupation with specific bodily feature (finding),0,1,0,0,0,0
Clinical finding (finding),247640008,Unable to think clearly (finding),0,1,0,0,0,0
Clinical finding (finding),247641007,Puzzled (finding),0,1,0,0,0,0
Clinical finding (finding),247643005,Loud thoughts (finding),0,1,0,0,0,0
Clinical finding (finding),247644004,Thought echo (finding),0,1,0,0,0,0
Clinical finding (finding),247646002,Direction of thought (finding),0,1,0,0,0,0
Clinical finding (finding),247647006,Maintained direction of thought (finding),0,1,0,0,0,0
Clinical finding (finding),247648001,Loss of direction of thought (finding),0,1,0,0,0,0
Clinical finding (finding),247650009,Planning suicide (finding),0,1,0,0,0,0
Clinical finding (finding),247651008,Obscene thoughts (finding),0,1,0,0,0,0
Clinical finding (finding),247652001,Sexually obscene thoughts (finding),0,1,0,0,0,0
Clinical finding (finding),247653006,Negative automatic thoughts (finding),0,1,0,0,0,0
Clinical finding (finding),247654000,Fatuous thoughts (finding),0,1,0,0,0,0
Clinical finding (finding),247655004,Disinhibited thoughts (finding),0,1,0,0,0,0
Clinical finding (finding),247657007,Poor grasp of abstract concepts (finding),0,1,0,0,0,0
Clinical finding (finding),247658002,Creative thought (finding),0,1,0,0,0,0
Clinical finding (finding),247661001,Gullible (finding),0,1,0,0,0,0
Clinical finding (finding),247662008,Suggestible (finding),0,1,0,0,0,0
Clinical finding (finding),247663003,Orientated (finding),0,1,0,0,0,0
Clinical finding (finding),247664009,Getting lost (finding),0,1,0,0,0,0
Clinical finding (finding),247665005,Getting lost inside the home (finding),0,1,0,0,0,0
Clinical finding (finding),247666006,Found wandering the streets (finding),0,1,0,0,0,0
Clinical finding (finding),247667002,Grandiose delusions (finding),0,1,0,0,0,0
Clinical finding (finding),247668007,Delusion of grandiose ability (finding),0,1,0,0,0,0
Clinical finding (finding),247669004,Delusion of grandiose identity (finding),0,1,0,0,0,0
Clinical finding (finding),247670003,Delusion of special mission (finding),0,1,0,0,0,0
Clinical finding (finding),247671004,Religious delusion (finding),0,1,0,0,0,0
Clinical finding (finding),247672006,Delusional mood (finding),0,1,0,0,0,0
Clinical finding (finding),247673001,Delusional perplexity (finding),0,1,0,0,0,0
Clinical finding (finding),247675008,Delusion associated with smell (finding),0,1,0,0,0,0
Clinical finding (finding),247676009,Delusion associated with sexual hallucinations (finding),0,1,0,0,0,0
Clinical finding (finding),247677000,Bizarre delusion associated with bodily sensation (finding),0,1,0,0,0,0
Clinical finding (finding),247678005,Delusion of depersonalization (finding),0,1,0,0,0,0
Clinical finding (finding),247679002,Nihilistic delusion (finding),0,1,0,0,0,0
Clinical finding (finding),247680004,Delusion concerning appearance (finding),0,1,0,0,0,0
Clinical finding (finding),247683002,Delusion of being loved (finding),0,1,0,0,0,0
Clinical finding (finding),247684008,Delusion of catastrophe (finding),0,1,0,0,0,0
Clinical finding (finding),247686005,Depressive delusion of catastrophe (finding),0,1,0,0,0,0
Clinical finding (finding),247687001,Depressive delusion of poverty (finding),0,1,0,0,0,0
Clinical finding (finding),247688006,Hypochondriacal delusion (finding),0,1,0,0,0,0
Clinical finding (finding),247689003,Depressive hypochondriacal delusion (finding),0,1,0,0,0,0
Clinical finding (finding),247691006,Delusion of replacement of will by external force (finding),0,1,0,0,0,0
Clinical finding (finding),247692004,Delusion of control of voice (finding),0,1,0,0,0,0
Clinical finding (finding),247693009,Delusion of control of handwriting (finding),0,1,0,0,0,0
Clinical finding (finding),247694003,Passivity of volitional acts (finding),0,1,0,0,0,0
Clinical finding (finding),247695002,Thought alienation (finding),0,1,0,0,0,0
Clinical finding (finding),247696001,Delusion of own appearance (finding),0,1,0,0,0,0
Clinical finding (finding),247697005,Overestimates own body weight (finding),0,1,0,0,0,0
Clinical finding (finding),247698000,Underestimates own body weight (finding),0,1,0,0,0,0
Clinical finding (finding),247699008,Psychological finding of perception (finding),0,1,0,0,0,0
Clinical finding (finding),247700009,Normal perception (finding),0,1,0,0,0,0
Clinical finding (finding),247701008,Abnormal perception (finding),0,1,0,0,0,0
Clinical finding (finding),247702001,Bad trips (finding),0,1,0,0,0,0
Clinical finding (finding),247703006,Lysergic acid diethylamide reaction (finding),0,1,0,0,0,0
Clinical finding (finding),247704000,Changed perception of things (finding),0,1,0,0,0,0
Clinical finding (finding),247705004,Perception of things changing shape (finding),0,1,0,0,0,0
Clinical finding (finding),247707007,Changed perception of people (finding),0,1,0,0,0,0
Clinical finding (finding),247708002,Hypoesthesia of special senses (finding),0,1,0,0,0,0
Clinical finding (finding),247709005,Perception that things appear colorless (finding),0,1,0,0,0,0
Clinical finding (finding),247710000,Perception that things appear gray (finding),0,1,0,0,0,0
Clinical finding (finding),247711001,Perception that things appear flat (finding),0,1,0,0,0,0
Clinical finding (finding),247712008,Heightened perception (finding),0,1,0,0,0,0
Clinical finding (finding),247713003,Heightened auditory perception (finding),0,1,0,0,0,0
Clinical finding (finding),247714009,Sounds seem unnaturally clear (finding),0,1,0,0,0,0
Clinical finding (finding),247716006,Heightened visual perception (finding),0,1,0,0,0,0
Clinical finding (finding),247717002,Things appear vividly colored (finding),0,1,0,0,0,0
Clinical finding (finding),247718007,Patterns appear intricately detailed (finding),0,1,0,0,0,0
Clinical finding (finding),247719004,Patterns appear interesting (finding),0,1,0,0,0,0
Clinical finding (finding),247720005,Heightened olfactory perception (finding),0,1,0,0,0,0
Clinical finding (finding),247721009,Heightened tactile perception (finding),0,1,0,0,0,0
Clinical finding (finding),247722002,Heightened perception of taste (finding),0,1,0,0,0,0
Clinical finding (finding),247723007,Changed perception of time (finding),0,1,0,0,0,0
Clinical finding (finding),247724001,Time seems to go very slowly (finding),0,1,0,0,0,0
Clinical finding (finding),247725000,Time seems to go unnaturally fast (finding),0,1,0,0,0,0
Clinical finding (finding),247726004,Feels own body is unreal (finding),0,1,0,0,0,0
Clinical finding (finding),247727008,Own reflection in mirror seems unreal (finding),0,1,0,0,0,0
Clinical finding (finding),247728003,Objects seem unreal (finding),0,1,0,0,0,0
Clinical finding (finding),247729006,People seem to be actors in a film (finding),0,1,0,0,0,0
Clinical finding (finding),247730001,Verbal auditory hallucinations (finding),0,1,0,0,0,0
Clinical finding (finding),247731002,Non-verbal auditory hallucinations (finding),0,1,0,0,0,0
Clinical finding (finding),247732009,Hallucinations of music (finding),0,1,0,0,0,0
Clinical finding (finding),247733004,Unformed visual hallucinations (finding),0,1,0,0,0,0
Clinical finding (finding),247734005,Formed visual hallucinations (finding),0,1,0,0,0,0
Clinical finding (finding),247735006,Scenic visual hallucinations (finding),0,1,0,0,0,0
Clinical finding (finding),247736007,Hallucination of self giving off a smell (finding),0,1,0,0,0,0
Clinical finding (finding),247737003,Hallucination of others giving off a smell (finding),0,1,0,0,0,0
Clinical finding (finding),247738008,Hallucinations of pain (finding),0,1,0,0,0,0
Clinical finding (finding),247739000,Hallucinations of temperature (finding),0,1,0,0,0,0
Clinical finding (finding),247740003,Hallucinations in several modalities at once (finding),0,1,0,0,0,0
Clinical finding (finding),247742006,Hallucinations associated with bereavement (finding),0,1,0,0,0,0
Clinical finding (finding),247743001,Sexual hallucinations (finding),0,1,0,0,0,0
Clinical finding (finding),247744007,Dissociative hallucinations (finding),0,1,0,0,0,0
Clinical finding (finding),247745008,Dissociative auditory hallucinations (finding),0,1,0,0,0,0
Clinical finding (finding),247746009,Dissociative visual hallucinations (finding),0,1,0,0,0,0
Clinical finding (finding),247747000,Dissociative olfactory hallucinations (finding),0,1,0,0,0,0
Clinical finding (finding),247748005,Dissociative hallucinations of bodily sensation (finding),0,1,0,0,0,0
