semtag,id,term,DefStatus
procedure,708907008,Closed reduction of fracture of pelvis and internal fixation (procedure),Sufficiently defined
procedure,708908003,Laparoscopic live donor nephrectomy (procedure),Primitive
procedure,708909006,Insertion of temporary catheter into thoracic epidural space (procedure),Primitive
procedure,708910001,Insertion of temporary intrathecal catheter (procedure),Primitive
procedure,708911002,Insertion of temporary catheter into lumbar epidural space (procedure),Primitive
morphologic abnormality,708912009,Diffuse parenchymatous hyperplasia (morphologic abnormality),Primitive
procedure,708913004,Laparoscopic abdominoperineal resection using robotic assistance (procedure),Sufficiently defined
procedure,708915006,Endoscopic total thyroidectomy (procedure),Sufficiently defined
procedure,708916007,Local myocutaneous flap to lip (procedure),Sufficiently defined
procedure,708917003,Pedicle myocutaneous flap to lip (procedure),Primitive
procedure,708918008,Laparoscopic pyeloplasty using robotic assistance (procedure),Sufficiently defined
procedure,708919000,Laparoscopic radical prostatectomy using robotic assistance (procedure),Sufficiently defined
procedure,708920006,Laparoscopic anterior resection of rectum using robotic assistance (procedure),Sufficiently defined
disorder,708921005,Carcinoma of central portion of breast (disorder),Sufficiently defined
procedure,708922003,Open reduction of epiphyseal fracture of tibia (procedure),Sufficiently defined
procedure,708923008,Open reduction of epiphyseal fracture of ulna (procedure),Sufficiently defined
procedure,708924002,Open reduction of epiphyseal fracture of radius (procedure),Sufficiently defined
procedure,708925001,Open reduction of epiphyseal fracture of femur (procedure),Sufficiently defined
procedure,708926000,Open reduction of fracture of femur and internal fixation using locking nail (procedure),Sufficiently defined
procedure,708927009,Laparoscopic excision of diverticulum of urinary bladder using robotic assistance (procedure),Sufficiently defined
procedure,708928004,Laparoscopic radical cystectomy using robotic assistance (procedure),Sufficiently defined
procedure,708929007,Laparoscopic partial excision of kidney using robotic assistance (procedure),Sufficiently defined
procedure,708930002,Maintenance hemodiafiltration (procedure),Primitive
procedure,708931003,Maintenance hemodialysis (procedure),Primitive
procedure,708932005,Emergency hemodialysis (procedure),Primitive
procedure,708933000,Emergency hemodiafiltration (procedure),Primitive
procedure,708934006,Maintenance hemofiltration (procedure),Primitive
morphologic abnormality,708937004,Seminoma metastatic (morphologic abnormality),Primitive
morphologic abnormality,708939001,Papillary adenocarcinoma metastatic (morphologic abnormality),Primitive
organism,708940004,Sporosarcina newyorkensis (organism),Primitive
organism,708941000,Prevotella bergensis (organism),Primitive
organism,708942007,Psychrobacter sanguinis (organism),Primitive
organism,708943002,Schistosoma mekongi egg (organism),Primitive
organism,708944008,Schistosoma mansoni egg (organism),Primitive
organism,708945009,Schistosoma japonicum egg (organism),Primitive
organism,708946005,Schistosoma haematobium egg (organism),Primitive
organism,708947001,Hookworm egg (organism),Primitive
organism,708948006,Brachybacterium huguangmaarense (organism),Primitive
organism,708949003,Brachybacterium squillarum (organism),Primitive
organism,708950003,Sporosarcina contaminans (organism),Primitive
organism,708951004,Janibacter indicus (organism),Primitive
organism,708952006,Streptococcus dentisani (organism),Primitive
procedure,708953001,Insertion of bone growth stimulator into ulna (procedure),Sufficiently defined
procedure,708954007,Insertion of bone growth stimulator into metatarsal (procedure),Sufficiently defined
procedure,708955008,Insertion of bone growth stimulator into tarsus (procedure),Sufficiently defined
procedure,708956009,Insertion of bone growth stimulator into fibula (procedure),Sufficiently defined
procedure,708957000,Insertion of bone growth stimulator into metacarpal (procedure),Sufficiently defined
procedure,708958005,Insertion of bone growth stimulator into carpus (procedure),Sufficiently defined
procedure,708959002,Insertion of bone growth stimulator into radius (procedure),Sufficiently defined
procedure,708960007,Incision of carpus (procedure),Sufficiently defined
procedure,708961006,Incision of bursa of wrist (procedure),Sufficiently defined
procedure,708962004,Open reduction of fracture of hand and percutaneous fixation using Kirschner wire (procedure),Sufficiently defined
procedure,708963009,Open reduction of fracture of humerus and internal fixation using Kirschner wire (procedure),Sufficiently defined
disorder,708964003,Gastritis cystica profunda (disorder),Primitive
procedure,708965002,Closed reduction of fracture of distal radius and percutaneous fixation using Kirschner wire (procedure),Sufficiently defined
procedure,708966001,Percutaneous removal of cardiac pacemaker electrode (procedure),Sufficiently defined
procedure,708967005,Cervical cerclage of internal os during pregnancy (procedure),Primitive
procedure,708968000,Endovascular thrombectomy of abdominal vein (procedure),Primitive
procedure,708969008,Endovascular thrombectomy of inferior vena cava (procedure),Primitive
procedure,708970009,Laparoscopic bilateral repair of direct inguinal hernia (procedure),Sufficiently defined
disorder,708971008,Diffuse sclerosing papillary thyroid carcinoma (disorder),Primitive
procedure,708972001,Laparoscopic bilateral repair of indirect inguinal hernia (procedure),Sufficiently defined
morphologic abnormality,708973006,Metastatic hepatocellular carcinoma (morphologic abnormality),Primitive
morphologic abnormality,708974000,Metastatic Mullerian mixed tumor (morphologic abnormality),Primitive
disorder,708975004,Mixed renal osteodystrophy (disorder),Primitive
morphologic abnormality,708979005,Poorly differentiated sarcoma (morphologic abnormality),Primitive
finding,708980008,Maxilla residual ridge morphology (finding),Primitive
procedure,708981007,Division of palmar aponeurosis for correction of Dupuytren contracture (procedure),Sufficiently defined
situation,708982000,Dupuytren contracture corrected by division of palmar aponeurosis (situation),Sufficiently defined
procedure,708983005,Laparoscopic bypass of stomach (procedure),Sufficiently defined
procedure,708984004,Laparoscopic highly selective vagotomy (procedure),Sufficiently defined
procedure,708985003,Laparoscopic vaginal hysterectomy using robotic assistance (procedure),Sufficiently defined
procedure,708986002,Laparoscopic sacrocolpopexy using robotic assistance (procedure),Sufficiently defined
procedure,708987006,Laparoscopic total gastrectomy (procedure),Sufficiently defined
procedure,708988001,Laparoscopic repositioning of Tenckhoff catheter (procedure),Sufficiently defined
procedure,708989009,Removal of prosthesis of acromioclavicular joint (procedure),Sufficiently defined
procedure,708990000,Removal of foreign body of tonsil and adenoid by incision (procedure),Sufficiently defined
procedure,708991001,Non-operative removal of device from abdomen (procedure),Primitive
procedure,708992008,Incision and exploration of common bile duct for removal of calculus (procedure),Sufficiently defined
procedure,708993003,Removal of foreign body from peritoneal cavity (procedure),Sufficiently defined
procedure,708994009,Removal of orthopedic wire from sternum (procedure),Sufficiently defined
procedure,708995005,Removal of loose body from joint of foot (procedure),Sufficiently defined
procedure,708996006,Removal of Kirschner wire internal bone fixator from elbow (procedure),Sufficiently defined
procedure,708997002,Removal of Kirschner wire internal bone fixator from hip (procedure),Sufficiently defined
procedure,708998007,Laparoscopic bilateral repair of inguinal hernia one direct and one indirect (procedure),Sufficiently defined
procedure,708999004,Laparoscopic bilateral repair of indirect inguinal hernia with graft or prosthesis (procedure),Sufficiently defined
procedure,709000002,Laparoscopic bilateral repair of direct inguinal hernia with graft or prosthesis (procedure),Sufficiently defined
procedure,709001003,Laparoscopic bilateral repair of one direct and one indirect inguinal hernia with graft or prosthesis (procedure),Sufficiently defined
morphologic abnormality,709002005,Sclerotic fibroma (morphologic abnormality),Primitive
disorder,709003000,Salivary gland heterotopia (disorder),Sufficiently defined
procedure,709004006,Emergency lower segment cesarean section with inverted T incision (procedure),Primitive
situation,709006008,Primary care physician informed of treatment plan (situation),Primitive
observable entity,709007004,Compliance behavior to therapeutic regimen (observable entity),Primitive
finding,709008009,Complies with therapeutic regimen (finding),Primitive
regime/therapy,709009001,Triple P - Positive Parenting Program (regime/therapy),Primitive
procedure,709010006,Liaising with referral source (procedure),Primitive
regime/therapy,709011005,Endoscopy care (regime/therapy),Primitive
disorder,709012003,Minimally conscious state (disorder),Primitive
procedure,709013008,Removal of implant device from bone (procedure),Sufficiently defined
finding,709014002,Compliance with prescribed diet (finding),Sufficiently defined
observable entity,709015001,Compliance behavior to medical regimen (observable entity),Primitive
observable entity,709016000,Compliance behavior to fluid volume regime (observable entity),Primitive
observable entity,709017009,Compliance behavior to safety precaution (observable entity),Primitive
disorder,709018004,Infection by larvae of Trichinella (disorder),Sufficiently defined
